city,county,exteriorConstruction,floorSizeValue,hvacTypes,lotSizeValue,lotSizeUnit,mostRecentPricePerSquareFoot,mostRecentStatus,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,numParkingSpaces,parkingTypes,prices,propertyType,province,sewerType,yearBuilt,parkingTypes_cleaned,lotSizeUnit_encoded
Oak Harbor,Island,Wood,1320.0,"Baseboard,Heating-Baseboard,Heating,Electric,Cooling-Ceiling Fan(s),None,Natural Gas,Fireplace",0.32,Acres,397.73,For Sale,2375695,Oak Harbor,1.0,3.0,1.0,2.0,Attached Garage,525000.0,Single Family Dwelling,WA,Septic,1973.0,attached garage,0
Cape Coral,Lee County,"Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",1822.0,"Central Electric,Heating-Electric Heating,Cooling-Electric, Ceiling Fan(s),CentralAir,CeilingFans,Electric,Heating-Central,Cooling Y N: Yes,Central,Central Air,Cooling-Central Air, Electric,Ceiling Fan(s),Cooling-Central Air, Ceiling Fan(s),Heating-Electric Heating Central,Heating: Central, Electric,Heating Yn: Yes,CentralAir, CeilingFans, Electric,Cooling: Central Air, Ceiling Fan(s), Electric",0.23,Acres,279.91,For Sale,224074054,"N/a,CAPE CORAL,Burnt Store,N/A,Cape Coral,Florida",3.0,4.0,1.0,2.0,Attached Garage,76000.0,Single Family Dwelling,FL,Septic,2024.0,attached garage,0
Cape Coral,Lee County,"Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",1822.0,"Central Electric,Heating-Electric Heating,Cooling-Electric, Ceiling Fan(s),CentralAir,CeilingFans,Electric,Heating-Central,Cooling Y N: Yes,Central,Central Air,Cooling-Central Air, Electric,Ceiling Fan(s),Cooling-Central Air, Ceiling Fan(s),Heating-Electric Heating Central,Heating: Central, Electric,Heating Yn: Yes,CentralAir, CeilingFans, Electric,Cooling: Central Air, Ceiling Fan(s), Electric",0.23,Acres,279.91,For Sale,224074054,"N/a,CAPE CORAL,Burnt Store,N/A,Cape Coral,Florida",3.0,4.0,1.0,2.0,Attached Garage,76000.0,Single Family Dwelling,FL,Public,2024.0,attached garage,0
Papillion,Sarpy,Stone,1655.0,"Cooling-Central Air,Heating-Gas Heat Forced Air,Cooling: Central Air,Gas, CentralAir,Forced Air,Cooling Y N: Yes,Heating Yn: Yes,Central Air,Natural Gas,Heating: Gas, Forced Air",0.23,Acres,247.13,For Sale,22513973,"Pioneer View,Papillion",3.0,3.0,1.0,3.0,Attached Garage,825493.9891451831,Single Family Dwelling,NE,Public,2023.0,attached garage,0
Omaha,Douglas,"WOOD,Foundation,FRAME",2727.0,"Has Cooling,Cooling-Central Air,Heating-Gas Heat Forced Air,CENTRAL,Forced Air,Heating and Cooling,Central,Has Heating,Central Air,Natural Gas,Other",0.16,Acres,137.51,Pending,22505694,"Wood Valley,Nebraska",3.0,4.0,1.0,2.0,"Carport,Attached Garage",400000.0,Land,NE,Public,2017.0,"attached garage, carport",0
Cle Elum,Kittitas,"Wood,Stone",3311.0,"Cooling-Central Air,Air Conditioning,Heating,Heating-Forced Air,Central A/C,Electric,Forced Air,90%+ High Efficiency,Central Air,Natural Gas,Fireplace",0.36,Acres,596.5,For Sale,2375972,"Suncadia,Washington",3.0,5.0,1.0,2.0,Attached Garage,1975000.0,Single Family Dwelling,WA,Public,2021.0,attached garage,0
Glencoe,Cook,Brick,3636.0,"Heating: Central Duct,Cooling: Cooling (Central)",10640.0,Square Feet,247,Pending,10859811,Illinois,3.0,4.0,2.0,2.0,Detached Garage,899000.0,Single Family Dwelling,IL,Public,1929.0,detached garage,1
Cape Coral,Lee County,"Stucco,Block,Concrete,Stucco,Block,Concrete,Block, Concrete, Stucco,Other",1637.0,"Has Cooling,Air Conditioning,Heating,Electric,CentralAir,Heating-Electric Heating Central,Central,Has Heating,Central Air,Cooling-Central Air, Electric",0.23,Acres,224.18,For Sale,225050472,Cape Coral,2.0,3.0,1.0,3.0,"Carport,Attached Garage",825493.9891451831,Single Family Dwelling,FL,Septic,2025.0,"attached garage, carport",0
Austin,Travis County,"Frame,Stone Veneer,Cement Siding",1888.0,"Ceiling Fans,Ceiling Fan(s),Central,Central Air,Natural Gas",4269.0,Square Feet,1.69,Rental,ABORTX-6340093,"Texas,South Manchaca",2.5,3.0,2.0,3.0,"Driveway,Detached Garage,Attached Garage",3250.0,Single Family Dwelling,TX,Public,2009.0,"attached garage, detached garage, driveway",1
Monroe,Monroe,"Vinyl,Brick,Vinyl Siding",2163.0,"Heating-Gas Heat Forced Air,Forced Air,Forced Air, Natural Gas,None,Natural Gas",0.44,Acres,106.5,Off Market,57050169562,"Carrington Farms 1,Carrington,Monroe, MI,Michigan",2.5,3.0,1.0,2.0,Attached Garage,370000.0,Single Family Dwelling,MI,Public,1994.0,attached garage,0
La Center,Lee County,Brick,950.0,"Cooling only,Air Conditioning",43067.04824884569,Square Feet,1.94,Rental,225031250,"La Center,Outlying Clark  County",2.0,2.0,1.6356687898089173,20.317147192716238,Parking Lot,3409.0,Apartment,WA,Public,2022.0,parking lot,1
Cape Coral,Lee County,"Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",1505.0,"Central Electric,Heating-Electric Heating,Cooling: Central Air, Electric,Electric,Heating-Electric Heating Central,Cooling Y N: Yes,Central,Heating: Central, Electric,Heating Yn: Yes,Central Air,Cooling-Electric,Cooling-Central Air, Electric",0.23,Acres,225.85,For Sale,224072773,"Diplomat,CAPE CORAL,Cape Coral,Florida",2.0,3.0,1.0,2.0,Attached Garage,339900.0,Single Family Dwelling,FL,Public,2024.0,attached garage,0
Fort Myers,Lee County,"Stucco,Block, Stucco,Concrete Block, Stucco,Concrete,Other",1143.0,"Central Electric,Heating-Electric Heating,Yes,Electric,Heating-Electric Heating Central,Central,Central Air,Cooling-Electric,Cooling-Central Air, Electric",0.26,Acres,300.87,Pending,224091235,"Lehigh Acres,Mirror Lakes,Fort Myers,MIRROR LAKES",2.0,3.0,1.0,2.0,"Street,Attached Garage",333900.0,Single Family Dwelling,FL,Public,2024.0,"attached garage, street",0
Ray Twp,Macomb,"Vinyl,Brick",3327.0,"Cooling-Central Air,Heating-Gas Heat Forced Air,Whole House Fan,Central A/C,Forced Air,Central Air,Natural Gas",3.4,Acres,147.25,Sold,58050168570,Illinois,3.0,5.0,2.0,3.0,"Street,Attached Garage",489900.0,Single Family Dwelling,MI,Septic,1989.0,"attached garage, street",0
Woodward,Woodward,"Brick Veneer, Vinyl Siding,Vinyl,Brick Trim/Veneer,WOOD SIDING,BLOCK (UNSPECIFIED),FRAME",1112.0,"WINDOW A/C,FLOOR/WALL FURNACE,Ceiling Fan(s),Cooling-Central Air, Ceiling Fan(s),Electric,Central,Central Air,Natural Gas,Heating-Gas Heat Central",7405.0,Square Feet,111.06,For Sale,20250921,COLLEGE BLK,1.0,2.0,1.0,1.0,Attached Garage,123500.0,Single Family Dwelling,OK,Public,1952.0,attached garage,1
Cape Coral,Lee County,"Stucco,Block, Stucco,Block,Concrete,Block, Concrete, Stucco,Other",1683.0,"Has Cooling,Air Conditioning,Heating,Electric,CentralAir,Heating-Electric Heating Central,Central,Has Heating,Central Air,Cooling-Central Air, Electric",0.23,Acres,124.78,Sold,225050381,"CAPE CORAL,Jacaranda,Cape Coral",3.0,4.0,1.0,2.0,"Carport,Attached Garage",79900.0,Single Family Dwelling,FL,Septic,2025.0,"attached garage, carport",0
Lehigh Acres,Lee County,"Stucco,Block, Stucco,Block,Concrete",1796.0,"Has Cooling,Electric,Heating-Electric Heating Central,Central,Has Heating,Central Air,Cooling-Central Air, Electric",0.5,Acres,211.53,Pending,225041094,"Lehigh Acres,LEHIGH ACRES,Florida,Joel",2.0,3.0,1.0,2.0,"Carport,Detached Garage,Attached Garage",20000.0,Single Family Dwelling,FL,Septic,2025.0,"attached garage, carport, detached garage",0
Cape Coral,Lee County,"Stucco,Concrete,Other",1735.0,"Central Electric,Ceiling Fan(s),Electric,Heating-Electric Heating Central,Cooling Y N: Yes,Central,Heating: Central, Electric,Heating Yn: Yes,Central Air,Cooling: Central Air, Ceiling Fan(s), Electric,None,Cooling-Central Air, Electric",0.23,Acres,230.55,For Sale,223065048,"Diplomat,Cape Coral,Florida",3.0,3.0,1.0,2.0,Attached Garage,425000.0,Single Family Dwelling,FL,Septic,2024.0,attached garage,0
Tustin,orange,Brick,2719.0,"Heating: Central Duct,Cooling: Cooling (Central)",7475.0,Square Feet,232.87,Off Market,OC23041832,California,2.5,4.0,2.0,3.0,Attached Garage,825493.9891451831,Single Family Dwelling,CA,Public,1976.0,attached garage,1
Jefferson,Ashe,"Wood,Wood Siding, Stone, Frame,Stone; Wood Siding; Wood Frame,Stone,Stone, Wood Siding, Wood Frame",6047.0,"Baseboard,Central Air, Electric, Heat Pump, 2 Units,Heating-Gas Heat, Electric Heating Heat Pump, Baseboard,Heat Pump,Exhaust Fan,2 Units,Electric,Forced Air,Central,Central Air,Cooling-Central Air, Electric, Heat Pump",60112.0,Acres,260.62,For Sale,4276227,Jefferson Landing,6.0,3.0,2.0,2.0,Attached Garage,1549900.0,Single Family Dwelling,NC,Septic,1998.0,attached garage,0
Houston,Harris County,"MAT/RAFT FOUNDATION (SLAB),BRICK,BRICK VENEER",2031.0,"Central Electric,Air Conditioning,Yes,CENTRAL,Electric,Gas,Central,Heating and Cooling,Central Gas,Central Air,Natural Gas,Fireplace",13050.0,Square Feet,319,Rental,70095839,"Briarcroft,Texas,Greater Uptown,Uptown Houston,Houston",2.0,3.0,1.0,2.0,"Driveway,Detached Garage",825493.9891451831,Single Family Dwelling,TX,Public,1955.0,"detached garage, driveway",1
Canyon Lake,Comal County,"Stucco,Stone",1923.0,"Central,Central Air",43081.0,Square Feet,232.87,Rental,ABORTX-1482045,Canyon Cove Estates,2.0,3.0,1.0,6.0,Attached Garage,2700.0,Single Family Dwelling,TX,Septic,2018.0,attached garage,1
Smithfield,ISLE OF WIGHT COUNTY,Brick,2238.0,"Heating-Electric Heating Forced Air,Cooling-Central Air, Ceiling Fan(s),Ceiling Fan(s),Electric,Forced Air,Forced Hot Air,Central Air",0.26,Acres,227.88,Sold,10535874,"Smithfield,RED POINT HEIGHTS,Virginia",3.0,3.0,1.0,2.0,Attached Garage,510000.0,Single Family Dwelling,VA,Public,1953.0,attached garage,0
La Center,Lee County,Brick,950.0,Yes,43067.04824884569,Square Feet,1.94,Rental,225031250,"La Center,Outlying Clark  County",2.0,2.0,1.6356687898089173,20.317147192716238,ParkingLot,3366.0,Apartment,WA,Public,2022.0,parkinglot,1
Cape Coral,Lee County,"Stucco,Concrete Block,Block,Concrete,Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",1505.0,"Central Electric,CentralAir, Electric,Electric,Cooling Y N: Yes,Central,Central Air,Cooling-Central Air, Electric,Has Cooling,Cooling: Central Air, Electric,Heating-Electric Heating Central,Heating: Central, Electric,Heating Yn: Yes,Has Heating",0.23,Acres,212.56,For Sale,225005045,"CAPE CORAL,Cape Coral,Mariner",2.0,3.0,1.0,2.0,"Carport,Attached Garage",334900.0,Single Family Dwelling,FL,Public,2024.0,"attached garage, carport",0
Newburgh,Orange,"Brick,brick",2397.0,"Baseboard,Has Cooling,Multi Units,Gas,Other",1900.0,Square Feet,271.05,For Sale,889705,New York,3.0,6.0,2.0,20.317147192716238,Street,515000.0,Multi-Family Dwelling,NY,Public,1900.0,street,1
Lehigh Acres,Lee County,"Block,Concrete",1468.0,"Heating: Central Duct,Cooling: Cooling (Central)",0.06,Acres,232.87,For Sale,225000897,Illinois,2.0,3.0,1.6356687898089173,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,FL,Public,2022.0,attached garage,0
Chesnee,Spartanburg,"Vinyl,Brick Veneer, Stone, Vinyl Siding,Brick Trim/Veneer,Stone",2806.0,"Central Forced,Electric,Fireplace(s),Central Air,Cooling-Central Air, Electric,Heating-Electric Heating Floor Furnace,Heating-Electric Heating Forced Air,Cooling-Central Air,Electricity,Ceiling Fan(s),Heating-Forced Air,Contact Manager,Forced Air,Forced Warm Air,Floor Furnace",0.71,Acres,142.55,For Sale,325644,Verde Farms,3.0,5.0,2.0,4.0,"Driveway,Street,Attached Garage",605000.0,Single Family Dwelling,SC,Septic,2025.0,"attached garage, driveway, street",0
Santa Fe,Santa Fe County,"Stucco,Frame,Frame; Stucco,Frame, Stucco",2238.0,"Fireplace Insert,Heating-Gas Heat Forced Air,CentralAir,Central Air,Has Cooling,NaturalGas,Cooling-Central Air,Air Conditioning,Refrigerated,Heating,RadiantFloor,Radiant Floor,Forced Air,ForcedAir,Natural Gas",4.08,Acres,578.64,For Sale,202502885,New Mexico,1.0,3.0,1.0,20.0,Attached Garage,1295000.0,Single Family Dwelling,NM,Septic,2017.0,attached garage,0
Cape Coral,Lee County,"Stucco,Block,Concrete,Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",2265.0,"Central Electric,CentralAir, Electric,Electric,Heating-Electric Heating Central,Central,Central Air,Cooling-Central Air, Electric",0.24,Acres,190.99,For Sale,225031250,"CAPE CORAL,Burnt Store,Cape Coral",3.0,4.0,1.0,3.0,Attached Garage,432600.0,Single Family Dwelling,FL,Septic,2025.0,attached garage,0
Cape Coral,Lee County,"Stucco,Block,Concrete,Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",2265.0,"Central Electric,CentralAir, Electric,Electric,Heating-Electric Heating Central,Central,Central Air,Cooling-Central Air, Electric",0.24,Acres,190.99,For Sale,225031250,"CAPE CORAL,Burnt Store,Cape Coral",3.0,4.0,1.0,3.0,Attached Garage,432600.0,Single Family Dwelling,FL,Private,2025.0,attached garage,0
Cape Coral,Lee County,"Stucco,Block,Concrete,Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",2265.0,"Central Electric,CentralAir, Electric,Electric,Heating-Electric Heating Central,Central,Central Air,Cooling-Central Air, Electric",0.24,Acres,190.99,For Sale,225031250,"CAPE CORAL,Burnt Store,Cape Coral",3.0,4.0,1.0,3.0,Attached Garage,432600.0,Single Family Dwelling,FL,Public,2025.0,attached garage,0
Auburn,Logan,"Vinyl,Vinyl Siding",1903.0,"Has Cooling,Cooling-Central Air,Heat Pump,Electric,Heating and Cooling,Heating-Electric Heating Heat Pump,Has Heating,Central Air",1.0,Acres,181.24,For Sale,1282800,"N/A,N/a,Auburn",2.0,3.0,1.0,2.0,"Driveway,Attached Garage",327999.0,Single Family Dwelling,KY,Septic,2023.0,"attached garage, driveway",0
Cape Coral,Lee County,"Stucco,Concrete Block,Block, Stucco,Concrete Block, Stucco,Concrete,Block, Concrete, Stucco,Other",1143.0,"Central Electric,Heating-Electric Heating,Electric,Cooling Y N: Yes,Central,Central Air,Cooling-Central Air, Electric,Has Cooling,Central Furnace,Cooling: Central Air, Electric,Central A/C, CentralAir,Heating-Electric Heating Central,Heating: Central, Electric,Heating Yn: Yes,Has Heating,Cooling-Electric",0.23,Acres,278.13,For Sale,224006197,"Burnt Store,CAPE CORAL,Cape Coral,Florida",2.0,3.0,1.0,2.0,"Driveway,Carport,Street,Attached Garage",319900.0,Single Family Dwelling,FL,Septic,2024.0,"attached garage, carport, driveway, street",0
Wheatland,Lee County,Brick,2016.0,Baseboard,43067.04824884569,Square Feet,148.76,For Sale,20252069,Illinois,2.0,4.0,1.6356687898089173,2.0,Attached Garage,330000.0,Single Family Dwelling,WY,Septic,1982.7783075089392,attached garage,1
Atlanta,Fulton County,"Brick,Concrete,MASONRY/CONCRETE MASONRY UNITS (CMUS),CONCRETE",1157.0,"FORCED AIR,Heat Pump,Ceiling Fan(s),Cooling-Central Air, Ceiling Fan(s),CENTRAL,GAS,Forced Air,Heating-Heat Pump, Forced Air,Central Air",0.0266,Acres,289.54,For Sale,7610275,"Peachtree Hills,Atlanta,The Aramore",2.0,2.0,1.0,2.0,Assigned,336000.0,Condo,GA,Public,2003.0,assigned,0
Fort Myers,Lee County,"Stucco,Block, Stucco,Concrete Block, Stucco,Concrete",1891.0,"Central Electric,Yes,CentralAir, Electric,Electric,CentralAir,Cooling Y N: Yes,Central,Central Air,Cooling-Central Air, Electric,Cooling: Central Air, Electric,Heating-Electric Heating Central,Forced Air,Heating: Central, Electric,Heating Yn: Yes",0.17,Acres,227.34,For Sale,225002233,"Cypress Cay,Gateway,Fort Myers,CYPRESS CAY",2.0,3.0,1.0,2.0,Attached Garage,429900.0,Single Family Dwelling,FL,Public,2005.0,attached garage,0
Rio Rancho,Sandoval County,Brick,1950.0,"Refrigerated,Forced Air,Central,ENERGY STAR Qualified Equipment",6600.0,Square Feet,294.29,For Sale,1087695,Illinois,2.466245487364621,3.0,1.6356687898089173,2.0,Attached Garage,573875.0,Single Family Dwelling,NM,Public,1982.7783075089392,attached garage,1
Austin,Travis County,"HardiPlank Type,Masonry,Hardiplank Type",2361.0,"Central,Central Air",5750.0,Square Feet,232.87,Rental,ABORTX-4089656,"Texas,The Reserve at McKinnley Falls",2.5,4.0,2.0,2.0,Attached Garage,2145.0,Single Family Dwelling,TX,Public,2019.0,attached garage,1
Jonestown,Lebanon,Aluminum Siding,1958.0,"Central Air, Electric,Heat Pump",7405.0,Square Feet,132.74,Pending,PALN2021656,"Jonestown,Brook View,Pennsylvania",1.5,2.0,2.0,3.0,"Driveway,Attached Garage",259900.0,Townhouse,PA,Public,1997.0,"attached garage, driveway",1
Madeira Beach,Pinellas County,"Concrete Block,Footing,Concrete Blocks",840.0,"Heating: Central Duct,Cooling: Cooling (Central),Central",39990.09,Square Feet,386,Off Market,U8103619,Illinois,2.0,2.0,1.0,20.317147192716238,"Carport,Attached Garage",385000.0,Single Family Dwelling,FL,Public,1958.0,"attached garage, carport",1
ST PETERSBURG,Pinellas County,"Concrete Block,Footing,FOOTING,Masonry/concrete Masonry Units (cmus),Masonry,CONCRETE BLOCK,MASONRY/CONCRETE MASONRY UNITS (CMUS)",2805.0,"HVACHeating,Cooling: None,NONE,None,HVACCooling",57240.13,Square Feet,51.16,Sold,225031250,Saint Petersburg,1.0,3.892095357590966,1.0,5.0,Attached Garage,143500.0,Industrial,FL,Public,1959.0,attached garage,1
GLENCOE,cook,Brick,1172.0,"Central,None",0.0,Square Feet,232.87,Sold,11228685,Illinois,2.466245487364621,3.892095357590966,1.6356687898089173,20.317147192716238,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1973.0,attached garage,1
Lexington,Lexington,"Stone, Vinyl Siding",1735.0,"1,Gas 2nd Lvl,Cooling-Central Air,Gas 1st Lvl,Gas on 2nd Level,735,Central,Gas on 1st Level,Central Air",0.11,Acres,142.94,For Sale,611647,EDMUND HILL ESTATES,2.1,3.0,2.0,2.0,Attached Garage,257999.0,Single Family Dwelling,SC,Public,2025.0,attached garage,0
Ashland,Hanover,"Frame,Brick,Brick, Drywall, Frame,Brick, Frame",3156.0,"Cooling-Electric, Heat Pump,Heat Pump,Electric,Heating-Electric Heating Heat Pump",22085.0,Square Feet,198.04,For Sale,2520116,"Woodside Estates,Virginia",4.0,4.0,2.0,2.0,Attached Garage,625000.0,Single Family Dwelling,VA,Public,2013.0,attached garage,1
Mechanicsville,Hanover,"Frame,Brick,Brick, Frame",2281.0,"Heat Pump,Electric,Heating-Electric Heating Heat Pump,Central Air,Cooling-Central Air, Electric, Heat Pump",18644.0,Square Feet,166.16,For Sale,2519735,"Mechanicsville, VA,Brandy Creek Estates,Virginia",2.0,4.0,1.0,20.317147192716238,Street,379000.0,Single Family Dwelling,VA,Public,1965.0,street,1
Glencoe,cook,Brick,3659.0,"Heating: Central Duct,Cooling: Cooling (Central)",10296.0,Square Feet,232.87,Pending,11093139,Illinois,3.5,4.0,2.0,2.0,"Street,Attached Garage",825493.9891451831,Single Family Dwelling,IL,Public,1940.0,"attached garage, street",1
Henderson,Clark,Brick,1425.0,"Has Cooling,Heating-Gas Heat,Electric,Gas,Central,Heating and Cooling,Has Heating,Cooling-Electric,Central Air,Natural Gas",0.08,Acres,294.74,For Sale,2666907,"Pittman,Cadence,Cadence Village Parcel 2-D1,Henderson",2.0,2.0,1.0,2.0,"Carport,Attached Garage",420000.0,Land,NV,Public,2020.0,"attached garage, carport",0
SAFETY HARBOR,Pinellas County,Cb Stucco/Cb Reclad,1576.0,"Heating: Central Duct,Cooling: Cooling (Central)",71960.16,Square Feet,149.74,Off Market,U8110620,"Bridgeport,Harbor Grove,Florida",4.0,4.0,2.0,3.0,"Driveway,Carport,Street,Attached Garage",480000.0,Single Family Dwelling,FL,Public,2003.0,"attached garage, carport, driveway, street",1
Glencoe,Lee County,Brick,3662.0,"Heating: Central Duct,Cooling: Cooling (Central)",14000.0,Square Feet,232.87,Pending,11380541,Illinois,4.0,5.0,2.0,2.0,Attached Garage,825493.9891451831,Single Family Dwelling,IL,Public,1951.0,attached garage,1
Richmond,Richmond City,"Brick, HardiPlank Type,WOOD,Brick,BRICK,RAISED (UNSPECIFIED),Brick, Frame",2301.0,"Zoned,Heating-Gas Heat, Electric Heating Forced Air, Zone,Cooling-Central Air, Electric, A/C - Zone,CENTRAL,HEAT PUMP,Natural Gas",6251.0,Square Feet,619.12,Off Market,2520519,"Monument Avenue Park,Sauer's Gardens,Virginia",4.0,4.0,2.0,20.317147192716238,"Street,Attached Garage",799500.0,Single Family Dwelling,VA,Septic,1946.0,"attached garage, street",1
Richmond,Richmond City,"Brick, HardiPlank Type,WOOD,Brick,BRICK,RAISED (UNSPECIFIED),Brick, Frame",2301.0,"Zoned,Heating-Gas Heat, Electric Heating Forced Air, Zone,Cooling-Central Air, Electric, A/C - Zone,CENTRAL,HEAT PUMP,Natural Gas",6251.0,Square Feet,619.12,Off Market,2520519,"Monument Avenue Park,Sauer's Gardens,Virginia",4.0,4.0,2.0,20.317147192716238,"Street,Attached Garage",799500.0,Single Family Dwelling,VA,Public,1946.0,"attached garage, street",1
Highland Springs,Henrico,"AluminumSiding, Frame",1227.0,"HeatPump,Air Conditioning,Heating,Electric",12685.0,Square Feet,301.55,For Sale,2520024,Illinois,3.0,3.0,1.0,20.317147192716238,"Driveway,Street",370000.0,Single Family Dwelling,VA,Public,1937.0,"driveway, street",1
El Paso,El Paso,Brick,2220.0,"Heating: Central Duct,Cooling: Cooling (Central)",9004.0,Square Feet,29,Off Market,225031250,"Northwest,Texas",4.0,2.0,1.0,659.0,Attached Garage,63500.0,Multi-Family Dwelling,TX,Public,1976.0,attached garage,1
Versailles,Woodford,"Brick Veneer, Vinyl Siding,Brick Veneer,Vinyl,Brick Trim/Veneer,Vinyl Siding,Vinyl Siding, Brick Veneer",2783.0,"Cooling-Electric, A/C - Zone,Cooling: Yes,Electric,Cooling-Electric, A/C - Zone, Ceiling Fan(s),Heating-Forced Air, Zone,Heating:Zoned2: Yes,Zoned,Cooling: Electric, Zoned,Has Cooling,Ceiling Fan(s),Forced Air,Heating: Forced Air, Zoned,Heating and Cooling,Heating: Yes,Has Heating,Heating:Forced Air: Yes",0.179,Acres,144.31,Pending,25002140,"Paynes Crossing,Versailles",2.1,4.0,2.0,2.0,"Driveway,Carport,Attached Garage",401606.0,Single Family Dwelling,KY,Public,2025.0,"attached garage, carport, driveway",0
